"Round Id";StartDate;EndDate;Game;"Info (Request Id)";"Balance Before Real";"Balance Before Bonus";"Bet Amount Real";"Bet Amount Bonus";"Win Amount Real";"Win Amount Bonus";"Balance After Real";"Balance After Bonus"
p23939285:r2110310823590800013;"2021-10-31 08:23:59";"2021-10-31 08:23:59";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823590800013<br/> <br />";16916.87;0;2;0;0;0;16914.87;0
p23939285:r2110310823560400009;"2021-10-31 08:23:56";"2021-10-31 08:23:56";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823560400009<br/> <br />";16918.87;0;2;0;0;0;16916.87;0
p23939285:r2110310823510200051;"2021-10-31 08:23:51";"2021-10-31 08:23:51";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823510200051<br/> <br />";16920.87;0;2;0;0;0;16918.87;0
p23939285:r2110310823470800019;"2021-10-31 08:23:47";"2021-10-31 08:23:51";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823470800019<br/> <br />";16920.87;0;2;0;2;0;16920.87;0
p23939285:r2110310823440500013;"2021-10-31 08:23:44";"2021-10-31 08:23:44";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823440500013<br/> <br />";16922.87;0;2;0;0;0;16920.87;0
p23939285:r2110310823411000033;"2021-10-31 08:23:41";"2021-10-31 08:23:41";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823411000033<br/> <br />";16924.87;0;2;0;0;0;16922.87;0
p23939285:r2110310823350200051;"2021-10-31 08:23:35";"2021-10-31 08:23:40";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823350200051<br/> <br />";16917.37;0;2;0;9.5;0;16924.87;0
p23939285:r2110310823311500018;"2021-10-31 08:23:31";"2021-10-31 08:23:31";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823311500018<br/> <br />";16919.37;0;2;0;0;0;16917.37;0
p23939285:r2110310823280100019;"2021-10-31 08:23:28";"2021-10-31 08:23:28";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823280100019<br/> <br />";16921.37;0;2;0;0;0;16919.37;0
p23939285:r2110310823230400015;"2021-10-31 08:23:23";"2021-10-31 08:23:27";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823230400015<br/> <br />";16920.87;0;2;0;2.5;0;16921.37;0
p23939285:r2110310823200800011;"2021-10-31 08:23:20";"2021-10-31 08:23:20";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823200800011<br/> <br />";16922.87;0;2;0;0;0;16920.87;0
p23939285:r2110310823171300025;"2021-10-31 08:23:17";"2021-10-31 08:23:17";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823171300025<br/> <br />";16924.87;0;2;0;0;0;16922.87;0
p23939285:r2110310823140200001;"2021-10-31 08:23:14";"2021-10-31 08:23:14";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823140200001<br/> <br />";16926.87;0;2;0;0;0;16924.87;0
p23939285:r2110310823110400035;"2021-10-31 08:23:11";"2021-10-31 08:23:11";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823110400035<br/> <br />";16928.87;0;2;0;0;0;16926.87;0
p23939285:r2110310823081500015;"2021-10-31 08:23:08";"2021-10-31 08:23:08";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823081500015<br/> <br />";16930.87;0;2;0;0;0;16928.87;0
p23939285:r2110310823051300017;"2021-10-31 08:23:05";"2021-10-31 08:23:05";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310823051300017<br/> <br />";16932.87;0;2;0;0;0;16930.87;0
p23939285:r2110310822581400011;"2021-10-31 08:22:58";"2021-10-31 08:23:03";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822581400011<br/> <br />";16932.87;0;2;0;2;0;16932.87;0
p23939285:r2110310822550500025;"2021-10-31 08:22:55";"2021-10-31 08:22:55";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822550500025<br/> <br />";16934.87;0;2;0;0;0;16932.87;0
p23939285:r2110310822500600023;"2021-10-31 08:22:50";"2021-10-31 08:22:55";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822500600023<br/> <br />";16934.37;0;2;0;2.5;0;16934.87;0
p23939285:r2110310822480300001;"2021-10-31 08:22:48";"2021-10-31 08:22:48";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822480300001<br/> <br />";16936.37;0;2;0;0;0;16934.37;0
p23939285:r2110310822450500001;"2021-10-31 08:22:45";"2021-10-31 08:22:45";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822450500001<br/> <br />";16938.37;0;2;0;0;0;16936.37;0
p23939285:r2110310822410300064;"2021-10-31 08:22:41";"2021-10-31 08:22:41";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822410300064<br/> <br />";16940.37;0;2;0;0;0;16938.37;0
p23939285:r2110310822360300003;"2021-10-31 08:22:36";"2021-10-31 08:22:40";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822360300003<br/> <br />";16940.37;0;2;0;2;0;16940.37;0
p23939285:r2110310822330400007;"2021-10-31 08:22:33";"2021-10-31 08:22:33";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822330400007<br/> <br />";16942.37;0;2;0;0;0;16940.37;0
p23939285:r2110310822301300005;"2021-10-31 08:22:30";"2021-10-31 08:22:30";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822301300005<br/> <br />";16944.37;0;2;0;0;0;16942.37;0
p23939285:r2110310822270200001;"2021-10-31 08:22:27";"2021-10-31 08:22:27";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822270200001<br/> <br />";16946.37;0;2;0;0;0;16944.37;0
p23939285:r2110310822240300001;"2021-10-31 08:22:24";"2021-10-31 08:22:24";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822240300001<br/> <br />";16948.37;0;2;0;0;0;16946.37;0
p23939285:r2110310822211100001;"2021-10-31 08:22:21";"2021-10-31 08:22:21";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822211100001<br/> <br />";16950.37;0;2;0;0;0;16948.37;0
p23939285:r2110310822160400008;"2021-10-31 08:22:16";"2021-10-31 08:22:20";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822160400008<br/> <br />";16950.37;0;2;0;2;0;16950.37;0
p23939285:r2110310822130900035;"2021-10-31 08:22:13";"2021-10-31 08:22:13";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822130900035<br/> <br />";16952.37;0;2;0;0;0;16950.37;0
p23939285:r2110310822081000002;"2021-10-31 08:22:08";"2021-10-31 08:22:13";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822081000002<br/> <br />";16948.37;0;2;0;6;0;16952.37;0
p23939285:r2110310822051500011;"2021-10-31 08:22:05";"2021-10-31 08:22:05";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822051500011<br/> <br />";16950.37;0;2;0;0;0;16948.37;0
p23939285:r2110310822000200013;"2021-10-31 08:22:00";"2021-10-31 08:22:04";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310822000200013<br/> <br />";16949.87;0;2;0;2.5;0;16950.37;0
p23939285:r2110310820541300028;"2021-10-31 08:20:54";"2021-10-31 08:21:58";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820541300028<br/> <br />";16924.87;0;2;0;27;0;16949.87;0
p23939285:r2110310820490600020;"2021-10-31 08:20:49";"2021-10-31 08:20:54";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820490600020<br/> <br />";16922.87;0;2;0;4;0;16924.87;0
p23939285:r2110310820460500027;"2021-10-31 08:20:46";"2021-10-31 08:20:49";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820460500027<br/> <br />";16922.87;0;2;0;2;0;16922.87;0
p23939285:r2110310820430500031;"2021-10-31 08:20:43";"2021-10-31 08:20:43";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820430500031<br/> <br />";16924.87;0;2;0;0;0;16922.87;0
p23939285:r2110310820400800021;"2021-10-31 08:20:41";"2021-10-31 08:20:41";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820400800021<br/> <br />";16926.87;0;2;0;0;0;16924.87;0
p23939285:r2110310820381100005;"2021-10-31 08:20:38";"2021-10-31 08:20:38";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820381100005<br/> <br />";16928.87;0;2;0;0;0;16926.87;0
p23939285:r2110310820351300020;"2021-10-31 08:20:35";"2021-10-31 08:20:35";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820351300020<br/> <br />";16930.87;0;2;0;0;0;16928.87;0
p23939285:r2110310820301100016;"2021-10-31 08:20:30";"2021-10-31 08:20:30";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820301100016<br/> <br />";16932.87;0;2;0;0;0;16930.87;0
p23939285:r2110310820251400014;"2021-10-31 08:20:25";"2021-10-31 08:20:29";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820251400014<br/> <br />";16930.87;0;2;0;4;0;16932.87;0
p23939285:r2110310820220200019;"2021-10-31 08:20:22";"2021-10-31 08:20:22";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820220200019<br/> <br />";16932.87;0;2;0;0;0;16930.87;0
p23939285:r2110310820191000021;"2021-10-31 08:20:19";"2021-10-31 08:20:19";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820191000021<br/> <br />";16934.87;0;2;0;0;0;16932.87;0
p23939285:r2110310820160800012;"2021-10-31 08:20:16";"2021-10-31 08:20:16";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820160800012<br/> <br />";16936.87;0;2;0;0;0;16934.87;0
p23939285:r2110310820130400024;"2021-10-31 08:20:13";"2021-10-31 08:20:13";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820130400024<br/> <br />";16938.87;0;2;0;0;0;16936.87;0
p23939285:r2110310820081500009;"2021-10-31 08:20:08";"2021-10-31 08:20:12";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820081500009<br/> <br />";16938.87;0;2;0;2;0;16938.87;0
p23939285:r2110310820040500003;"2021-10-31 08:20:04";"2021-10-31 08:20:08";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820040500003<br/> <br />";16938.37;0;2;0;2.5;0;16938.87;0
p23939285:r2110310820010400003;"2021-10-31 08:20:01";"2021-10-31 08:20:01";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310820010400003<br/> <br />";16940.37;0;2;0;0;0;16938.37;0
p23939285:r2110310819581100001;"2021-10-31 08:19:58";"2021-10-31 08:19:58";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819581100001<br/> <br />";16942.37;0;2;0;0;0;16940.37;0
p23939285:r2110310819550100001;"2021-10-31 08:19:55";"2021-10-31 08:19:55";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819550100001<br/> <br />";16944.37;0;2;0;0;0;16942.37;0
p23939285:r2110310819500400001;"2021-10-31 08:19:50";"2021-10-31 08:19:50";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819500400001<br/> <br />";16946.37;0;2;0;0;0;16944.37;0
p23939285:r2110310819470600023;"2021-10-31 08:19:47";"2021-10-31 08:19:47";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819470600023<br/> <br />";16948.37;0;2;0;0;0;16946.37;0
p23939285:r2110310819321000001;"2021-10-31 08:19:32";"2021-10-31 08:19:37";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819321000001<br/> <br />";16947.87;0;2;0;2.5;0;16948.37;0
p23939285:r2110310819261000009;"2021-10-31 08:19:26";"2021-10-31 08:19:31";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819261000009<br/> <br />";16942.87;0;2;0;7;0;16947.87;0
p23939285:r2110310819210900027;"2021-10-31 08:19:22";"2021-10-31 08:19:26";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819210900027<br/> <br />";16942.87;0;2;0;2;0;16942.87;0
p23939285:r2110310819170100009;"2021-10-31 08:19:17";"2021-10-31 08:19:21";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819170100009<br/> <br />";16942.37;0;2;0;2.5;0;16942.87;0
p23939285:r2110310819141500044;"2021-10-31 08:19:14";"2021-10-31 08:19:14";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819141500044<br/> <br />";16944.37;0;2;0;0;0;16942.37;0
p23939285:r2110310819110100045;"2021-10-31 08:19:11";"2021-10-31 08:19:11";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819110100045<br/> <br />";16946.37;0;2;0;0;0;16944.37;0
p23939285:r2110310819081100012;"2021-10-31 08:19:08";"2021-10-31 08:19:11";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819081100012<br/> <br />";16945.87;0;2;0;2.5;0;16946.37;0
p23939285:r2110310819051100027;"2021-10-31 08:19:05";"2021-10-31 08:19:05";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819051100027<br/> <br />";16947.87;0;2;0;0;0;16945.87;0
p23939285:r2110310819020200043;"2021-10-31 08:19:02";"2021-10-31 08:19:02";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310819020200043<br/> <br />";16949.87;0;2;0;0;0;16947.87;0
p23939285:r2110310818590800038;"2021-10-31 08:18:59";"2021-10-31 08:18:59";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310818590800038<br/> <br />";16951.87;0;2;0;0;0;16949.87;0
p23939285:r2110310818540600019;"2021-10-31 08:18:54";"2021-10-31 08:18:59";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310818540600019<br/> <br />";16951.37;0;2;0;2.5;0;16951.87;0
p23939285:r2110310818511500082;"2021-10-31 08:18:51";"2021-10-31 08:18:51";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310818511500082<br/> <br />";16953.37;0;2;0;0;0;16951.37;0
p23939285:r2110310818480900026;"2021-10-31 08:18:48";"2021-10-31 08:18:48";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310818480900026<br/> <br />";16955.37;0;2;0;0;0;16953.37;0
p23939285:r2110310818451400001;"2021-10-31 08:18:45";"2021-10-31 08:18:45";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310818451400001<br/> <br />";16957.37;0;2;0;0;0;16955.37;0
p23939285:r2110310818400600003;"2021-10-31 08:18:40";"2021-10-31 08:18:44";"Ozwin's Jackpots";"<b>Game ID:</b> yggdrasil_ozwins_jackpots_7345<br/> <b>Round ID:</b> p23939285:r2110310818400600003<br/> <br />";16957.37;0;2;0;2;0;16957.37;0
